input,output,target_ie,target_ns,target_tf,winner_ie,winner_ns,winner_tf
After all this time I finally managed to get a toaster.,Hey guys after all this time I finally did it :3 I got a toaster!,I,S,F,Input,Input,Output
It's fine to have fun; being mature can feel overrated.,"I like to have fun, being mature is overrated.",I,S,F,Output,Output,Output
"For my birthday at the end of September I'm getting my first tattoo as a gift to myself; I want it to be cool and unique, I'm not planning on a tramp stamp and I think I'll put it on my ankle.","So yeah, for my birthday the end of September I am getting my first tattoo as a gift to me, I want it to be cool and Unique, I will not get a tramp stamp, I think i am going to get it on my ankle.",I,S,F,Input,Input,Input
"I'm sitting on a park bench with my computer, spending some alone time and listening to music.",Sitting on a park bench on my computer enjoying the alone time and listening to awesome music.,I,S,F,Input,Input,Output
Try trusting me; don't tell me what to do.,Trust me -don't tell me what to do.,I,S,F,Input,Output,Input
"I was told I couldn't do it, which seemed reason enough.","I was told I couldn't do it, reason enough.",I,S,F,Input,Output,Input
This is a man who once went dumpster diving to save a kitten and generally gave whatever he could to help people who needed it.,"This is a man who went dumpster diving to save a kitten and always, always, always gave anything he could to help anyone that needed it.",I,S,F,Input,Input,Output
"He brings me out of my shell a bit, and I keep him balanced, I think.","He brings me out of my shell just enough and I keep him balanced, I think.",I,S,F,Input,Output,Output
"I like all your music, but Foreigner's God and Sedated stood out as favorites when I first heard them.",I adore all your music but Foreigner's God and Sedated became instant favorites the moment I heard them!,I,S,F,Input,Input,Output
"I don't declaw my cats, so to have both cats and nice things we use these.","I wouldn't ever declaw my cats so in order to have both cats and nice things, these are what we use.",I,S,F,Input,Input,Output
"I hadn't thought of it before, and when I did I felt bad and wanted to help right away.",&lt;3 It never occurred to me and once it did I felt like an asshole and couldn't wait to help!,I,S,F,Input,Input,Output
That's kind of mismatched; I like it.,"That's so perfectly mismatched, I love it!",I,S,F,Input,Input,Output
I don't usually enjoy abstract or deep discussions of any sort.,"I rarely enjoy abstract discussion, or deep discussion of any sort really.",I,S,F,Input,Input,Output
"When it comes to going out, we both like doing things.","As for sensory experiences, we both love to go out and do things.",I,S,F,Input,Output,Output
I'm fine just looking around and taking it all in.,I'm happy to just look around and take everything in.,I,S,F,Input,Input,Output
"I try, but I can only manage so much before I start to feel worn out and a bit frustrated.","I do try, but I can only handle so much before I'm burnt out and become frustrated.",I,S,F,Input,Input,Output
It seems like one of my strengths as a parent is being nonjudgmental and accepting.,I think my greatest strength as a parent is my ability to be nonjudgmental and accepting.,I,S,F,Output,Input,Output
I want my daughter to do what makes her happy.,I truly want my daughter to do what makes her happy.,I,S,F,Output,Input,Output
With her I tend to be warm and affectionate because we're both comfortable showing feelings with people we're close to.,I'm also very warm and affectionate with her as we're both comfortable expressing our feelings that way with people we're close to.,I,S,F,Input,Input,Output
"I'm often low on energy and sensitive to stimuli, so there are times when she'll want to play or interact and I'm not up for it.",Where I'm weakest: I tend to be pretty low energy and sensitive to stimuli so there are a lot of times when she'll want to play or interact with me and I'm just not up for it.,I,S,F,Input,Input,Output
"It might sound silly, and I don't know if your living situation allows it, but having a dog or cat helped reduce that unsettled home alone feeling for me when I lived by myself.","This might sound silly (and I have no idea whether your living situation allows for it) but having a dog/cat really nipped that ""spooky home alone"" thing in the bud for me when I lived by myself.",I,S,F,Input,Output,Output
"I'm just watching Barefoot Contessa; I like the show, but I wanted a cat emoji.",i'm just watching barefoot contessa like the show but wanted a cat emoji it is ! !,I,S,F,Input,Input,Input
"It's October, I'm wearing a Christmas sweater, and I deleted Tinder.",it's october and i'm wearing a christmas sweater i deleted tinder .,I,S,F,Input,Input,Input
"Four and a half hours of dancing, singing, and acting.",": 4 hours and a half of dancing , singing and acting .",I,S,F,Input,Input,Input
I'd like to be home to snuggle with my cat right now.,wish i was home to snuggle with my cat rn !,I,S,F,Input,Input,Input
It didn't feel right without you.,hahaha it didn't feel right without you !,I,S,F,Input,Input,Input
Haven't we all agreed that Ansel isn't very good?,havent we all established that ansel is trash ...,I,S,F,Input,Input,Output
"I just rode a cable car that seemed really scary and almost like a near-death experience; it seemed like I could have been in danger, my mother started crying and I was laughing at her while I was short of breath, and I asked if Harry had ever ridden one before, although the view was nice.",""" LMFAOOOO i just rode a cable car that was the scariest thing ive ever actually done icbxbxvs has harry ridden a cable car before wtf that was a near death experience i couldve died ot was so funny and sccary like my mother was cruing i cant breathe i was laughing at her the view was great ....",I,S,F,Input,Input,Input
"I'm still alive and I think Zayn said 'fancy' while I sang 'Uptown Funk' to calm my anxiety on the cable car, the stars were really visible tonight, dedication felt like going to the beach just to get better reception to post on Instagram, I did some unusual things today, hi everyone, I like Zayn, Harrg looked good signing things for fans, you looked cute, and I was dealing with life stuff while you were tweeting people 'happy birthday Sahar.'",im still aliv did zay quoye fancy when i literally sang uptown funk to mask my anxiety when i was in the cable car the stars are crazy tonight omg dedication is when u go to the beach just for the mere purpose of getting a good reception to upload an ig post i did crazy things 2day hi all u lovely people i love zayn wow harrg looks so good just signing things for fans youre so cute wtf i was doing life stuff and u were tweeting people happy bday sahar !,I,S,F,Input,Input,Output
"Have a good day, my neighbor is singing, I have to go, and it seems like Zayn retweeted Drake lyrics.",have a good day my neighbour is singing sing i gotta jet zayn rting drake lyrics yas boo !,I,S,F,Input,Input,Output
I was checking my AU tag on Tumblr and the feelings there seemed real.,im checking my au tag on my tumblr and yall these feels are real ...,I,S,F,Input,Input,Output
I'm going to flash Malphite/Mundo ADC?,im gonna fucking flesh mall mundo adc ?,I,S,F,Input,Input,Output
Which movie seems overrated to you?,which movie do you think is overrated ?,I,S,F,Input,Output,Input
I searched Google for 'can sweat kill you' and didn't get any relevant results.,"my google search of "" can sweat kill you "" heeded no relevant results .",I,S,F,Input,Input,Input
It looks like Wukong—could that be me?,it looks like wukong its me ? ? ? ? ?,I,S,F,Input,Input,Input
This Mumble room now has Aleks and Joey playing Marvel Heroes.,this mumble room is now aleks and joey playing marvel heroes .,I,S,F,Output,Input,Input
"They look unsure about what he's doing, and they seem excited about the book; Phil appears to be giving away a lot of spoilers, so remember that, they were talking about 'dead inside,' Dan's laugh stood out, and the candle looked nice.",what is he doing their faces im are so excited about the book bless them phil is giving away so many spoilers remember this aww talking about dead inside dans laugh is life oh my god that candle is pretty ooo ikr haha !,I,S,F,Input,Input,Output
"Hey 11 Angle Dan, here's my cloud scissor lord — I don't know what I did; the live show was fine, I'm going to take a shower now, bye; look at mine, congrats, I'm back; I don't eat meat but I do like chocolate chip cookies, how has your day been?","11 angle dan here is my cloud scissor lord , , , what have i done was a good liveshow eep i'm gonna go shower now bye look at mine congrats yo im back ahh well im veggie but mhm chocolate chip cookies how has your day been ?",I,S,F,Input,Input,Input
Do you know if it will be a little while longer?,oh my god will it just be a little while longer ?,I,S,F,Input,Input,Output
I hope he sees it.,aw i really hope that he sees it !,I,S,F,Input,Input,Output
Do you think it's a good video?,is it a good video though ?,I,S,F,Output,Input,Output
"I can kind of taste the London air, and I haven't washed my hair in about a month because of a cut on my hand.",i can almost taste the london air hadn't washed my hair in like a month coz of this stupid cut on my hand .,I,S,F,Input,Input,Output
"Today is the first time, apart from when I'm on holiday, that I've gone out with my hair natural.",today is actually the first time ever ( apart from on holiday ) that i've been out with my hair ' natural ' .,I,S,F,Input,Input,Output
"When I'm back in London, I'll look into that.",when i'm back in london i need to look into that !,I,S,F,Input,Input,Output
"It's been five years since I got my smiley pierced and my grandparents still don't know; my dad was upset and only agreed after I pushed for permission, saying I'd look like a 'punk rocker' (he might have meant 'lesbian') and even saying he hoped my tongue would fall out, so no one in my family knows about it.","ooo oh okay , thank you snickers duo of chiefs to this day i don't think my grandparents know i have it and it's been 5 years my dad was vex when i got my tongue pierced i had to throw a tantrum to get permission to do it loool my dad didnt want me to get it , apparently id look like a "" punk rocker "" ( i think he wanted to say lesbian ) he told me he hopes my tongue falls out , imagine noone in my family knew that i got my smiley pierced truss me !",I,S,F,Input,Input,Input
"I've still got a year to wait until the end of May, so I'm counting down.","i've still got a whole year to wait haha end of may , counting downnnn i know !",I,S,F,Input,Output,Output
Miss you too; hanging out with my best friend.,miss you too hanging out with my bestie !,I,S,F,Input,Input,Output
"The test didn't go well on the floor, and while I was singing in Spanish at work the pantry gal heard me and laughed.",that test didn't go well on the floor i was singing in spanish at work and the pantry gal heard me ; she laughed .,I,S,F,Input,Input,Input
Strawberries can be a nice way to brighten your day.,strawberries are the best way to brighten your day .,I,S,F,Input,Input,Input
"Which of my shoes haven't been through dirt, mud, and horse poop?","what shoes of mine haven't been through dirt , mud , and horse poo ?",I,S,F,Input,Input,Output
Sometimes you might pray about it.,sometimes you just gotta pray it out .,I,S,F,Input,Output,Input
"It might sound odd, but my obsession takes place in a fictional setting, you know.","it may sound funny but my obsession get it's life in a fictional place , you know !",I,S,F,Input,Input,Input
I'm on a star right now.,"i'm on a star , right now .",I,S,F,Input,Input,Input
"Thanks, Anjie; college life is pretty boring, not many people here are into Harry Potter, and even though Hogwarts still feels important to me it's kind of lonely without anyone to share it with, so I spent half a day wondering why people seem to have trouble remembering or pronouncing Dumbledore.",omg anjiee thank you x forever strong yuvstrong ;) my college life is so boring i don't even how so less people there are interested in harry potter like it really sucks to spend there hogwarts always lives in me but it is really painful to have no company ya know i spent half day thinking why people found it difficult to remember and pronounce dumbledore .,I,S,F,Input,Input,Output
"I can't really thank you properly; I'm throwing a butterbeer party, so thanks.",i just can't thank yeahhhh :D i'm throwing butterbeer party yay haha :) thank you .,I,S,F,Input,Input,Output
"I have too many people as favourites, and I want to ask what it's like to be the real Hermione.",yessum :) i have too many people as favourites i want to ask how is it to be real hermione .,I,S,F,Input,Input,Output
"Good night everyone, and good morning to all.",so good night everyone good night my loves morning .,I,S,F,Input,Input,Output
"So 'Clouds' has become popular, has it?",so clouds has taken the world by storm has it ?,I,S,F,Input,Input,Input
We might be playing 1D Twister soon.,we maybe playing 1d twister soon .,I,S,F,Input,Input,Input
I'm watching The Goblet of Fire — is that Krum?,i'm watching the goblet of fire krum ?,I,S,F,Input,Input,Input
I can't really describe how much I love this act that came on when I was that age.,rip cannot describe how much i love more than this act my age came on fuck yeah !,I,S,F,Input,Input,Output
My kid woke up like this.,my cutie pie woke up like dis !,I,S,F,Input,Input,Output
"Wait, I got one working now.",wait now i got one to work ! !,I,S,F,Input,Input,Output
I like you; do you want to play Evil Apples on iPhone?,i love you let's play evil apples for iphone !,I,S,F,Input,Input,Output
Quote this with your name as an indirect message.,quote this with your name for an indirect !,I,S,F,Input,Input,Output
"I reacted a bit strongly to the last comment, and I'm sorry about my response.","I took the last coment a little strongly , and I apologize for the level of my response.",I,S,T,Input,Input,Output
"Since I'm not 13, your reply felt a bit childish.","Since I am not 13 I find your retort, well childish.",I,S,T,Input,Input,Output
I've been doing most of his work and mine.,I find myself doing most of his work as well as mine.,I,S,T,Output,Input,Input
"Since my Enneagram type is The Loyal Friend, I tend to act that way.",Well since my enneagram is The Loyal Friend I would say that I am that kind of friend.,I,S,T,Input,Input,Output
"When it comes to fashion, I usually wear what I like rather than what's generally seen as acceptable.",As far as fashion I wear what I like not what is deemed acceptable.,I,S,T,Input,Output,Output
My iPhone 5 doesn't download the forum anymore.,My I-phone 5 no longer downloads the forum.,I,S,T,Output,Input,Output
"It just says loading inside a rectangular bubble that swells and shrinks like something is happening, but it doesn't produce any results.",It does no more than say loading inside of a rectangular bubble which swells and shrinks as if something is working but yields no results.,I,S,T,Input,Input,Output
"To answer my own question, yes, my wife and I left the 1993 movie The Firm (starring Tom Cruise) because the F word was used repeatedly in the first fifteen minutes.","To answer my own question: Yes, the wife and I walked out on the movie The Firm (starring Tom Cruse) in 1993 because of the constant use of the F word in the first fifteen minutes.",I,S,T,Input,Output,Output
"I almost felt the same way, but it seemed like a poor adaptation of Asimov's I, Robot stories, and the over-the-top special effects were off-putting.","I had almost the same inclination, but because it was such a poor rendition of the I Robot stories written by Asimov; and that I find ridiculous special effects off putting.",I,S,T,Input,Input,Input
I served as a Marine and still hold that view.,I was a Marine and I stick with my assessment.,I,S,T,Input,Input,Output
"They're pretty good, but I don't like what they do with the music.",are quite good but i don t like what they do with music .,I,S,T,Input,Input,Input
"I generally prefer publishing houses that aren't directly under DC but are part of it, like Vertigo Comics.",I actually more like publishing houses that aren t directly under DC but they are part of it example Vertigo comics.,I,S,T,Input,Input,Input
It was said that the old sailors who traveled Earth's seas loved the ocean.,The old sailors who traveled Earth's seas were said to have loved the ocean.,I,S,T,Input,Output,Output
"You should forgive your enemies, but not before they're punished.","One should forgive one's enemies, but not before they are hanged.",I,S,T,Output,Output,Output
Why don't they just shoot Voldemort?,why don t they just shoot Voldemort?,I,S,T,Input,Input,Input
"This should be helpful for anyone trying to type themselves accurately on October 30, and I don't listen to love songs much, though I do like instrumental music.","It should be a great help for anyone concerned about accurately typing themselves October 30 I'm really not much into love songs, and, yes I do enjoy instrumental music.",I,S,T,Input,Input,Input
I listen to a range of music.,My taste in music is quite varied.,I,S,T,Input,Input,Input
"I like '50s and '60s rock, jazz, blues, folk, and classical.","I like 50s and 60s rock, jazz, blues, folk, classical.",I,S,T,Input,Input,Input
"I picked my avatar because it seemed to suggest freedom and independence, like someone with their own mind.","I chose my avatar because it represents freedom, independence, unshackled and unfettered, a guy with a mind of his own.",I,S,T,Input,Input,Output
Things that matter to me.,Things that are important to me.,I,S,T,Input,Input,Input
I'd like to understand how my brain is working and why the psychiatrist suggested propranolol.,I want to understand how my brain is working and why the psychiatrist would put me on propranolol?,I,S,T,Input,Input,Input
I see a therapist and go to DBT groups every day when I can.,"I have a therapist and I go to groups everyday for dbt, will when I can make it.",I,S,T,Input,Input,Input
I tend to avoid talking to people and have trouble keeping jobs.,I don't like talking to people and I can't keep jobs.,I,S,T,Input,Input,Input
Social interactions often feel odd.,Every social interaction is odd to me.,I,S,T,Output,Input,Output
My anxiety seems linked to agoraphobia because I have trouble leaving the house since I often overthink things.,The anxiety is connected to the agoraphobia because I can't leave my house because I over think everything.,I,S,T,Input,Input,Output
"I did a quick Google search and found a page with free resources; there were many other results, so this is just one of them.","I did a quick google search which came up with this page that's full of free resources (there were a lot of other results, this is just one of those).",I,S,T,Input,Input,Input
"I just noticed this on my account too: PMs went from 477 to 469 and the post count went from 9,915 to 9,880.","I just noticed this problem with my account too - PMs down from 477 to 469 and post count down from 9,915 to 9,880.",I,S,T,Input,Input,Input
The people running my course at university seem quite disorganized.,The people running my course at university are an organisational disaster.,I,S,T,Input,Input,Output
I had to ask three people a simple formatting question and follow up to get a clear answer.,I've had to ask three people a simple formatting question and push for a clear answer.,I,S,T,Input,Input,Output
Using a program like f.lux that reduces blue light from your screen can often help with harshness on your eyes and make viewing easier.,I think an issue with harshness on the eyes can be solved by using a program like f.lux which reduces the blue light from your screen and so makes it easier on your eyes.,I,S,T,Output,Output,Input
I'd like to work in a field that's related to diseases.,I'm interested in diseases so I'd like to work in a field related to that.,I,S,T,Output,Input,Input
"Also, the pay is good and I don't plan to do a master's or PhD.",Plus the money's great and I'm not interested in a masters/phd.,I,S,T,Input,Input,Input
How familiar are you with patent law?,How much do you know about patent law?,I,S,T,Input,Output,Output
I'm finishing a BS in chemistry and planning to get a JD to become a patent attorney.,I'm finishing up a chemistry BS and wanting the JD for patent attorney.,I,S,T,Input,Input,Input
"The logic games section tends to be my strongest, and reading comp tends to be my weakest.",The logic games is my strongest section and the reading comp is my worst.,I,S,T,Input,Output,Output
"We tend to be single-minded, and when something's on our minds it can lead us to work long hours.",We tend to be very single-minded people and this can translate into being workaholics when something is occupying our minds.,I,S,T,Input,Input,Input
"Try not to take your partner's lack of affection personally, even if it feels hurtful, and tell him you're unhappy in a way he'll understand.","I would recommend not taking your partner's lack of affection personally, however hurtful it may be, though I would advise you communicate your unhappiness to him in a way he would understand.",I,S,T,Output,Input,Input
"If there's no realistic solution that works for both of you, and talking about it hasn't helped you resolve it or really move on, you might consider that you and your partner could be fundamentally incompatible, especially if the issue is something either of you sees as non-negotiable.","In general, (a) if there is no foreseeable solution to the problem that satisfies both parties, and (b) communicating feelings and thoughts on the matter did not help you guys resolve the problem and move on, then you may want to consider the fact that you guys may have some fundamental incompatibility, *especially* if the problem concerns a major issue which either you or your partner deem as non-negotiable.",I,S,T,Input,Input,Input
"I can share a general opinion from my experience, since my ex and I were often stuck on both big and small issues.","I can however provide a generic opinion from my personal experience, because me and my ex-boyfriend were almost always at an impasse on issues big or small.",I,S,T,Input,Input,Output
Try not to take your sense of security for granted—don't leave camera gear unattended or carry it in plain sight in higher-crime areas late at night.,"I would advise not to take the sense of security for granted -- don't leave your camera gear lying around unattended, don't carry them in plain sight at crime-prone areas at midnight, etc.",I,S,T,Input,Output,Output
"It seems like the union's bureaucracy makes it harder for good workers to move up, and managers often find ways around union rules to promote their favorites.","The union's bureaucracy actually makes it difficult for the good workers to advance, and managers still skirt their way around union regulations to promote their favorites.",I,S,T,Input,Output,Output
I gave two weeks' written notice so I could be rehired if I decide to work there again.,"I gave 2 weeks written notice so that if I ever want to work there again, I'd be able to be rehired.",I,S,T,Input,Input,Input
The health code doesn't allow drinks behind the counter unless they have a lid.,It is against health code violations to have drinks behind the counter UNLESS they have a lid on them.,I,S,T,Input,Input,Input
It's about the drink possibly spilling and getting into the food.,It has to do with the possibility of the drink spilling and contaminating the food.,I,S,T,Input,Input,Input
I was always worried about taking Scantron exams because I thought I might skip a question while filling in the bubbles on a multiple-choice test.,I was always terrified to take Scantron exams because I was afraid I was going to skip a question as I bubbled in the answer on a multiple choice test.,I,S,T,Input,Input,Input
"I work hard in my current retail jobs, so I don't see an issue with having a good work ethic.",I work really hard at the retail jobs that I am currently in so I do not see a problem in having great work ethic on my part.,I,S,T,Input,Input,Input
"I'm going to stick with these two degree programs (Associate of Business Management with a concentration in Accounting and Associate of Computer Support Engineering Technology), work as a pharmacy technician on the side, and see what I'm good at and improve over the next two years.",Thank you for this post I am just going to stick with these 2 degree programs (Associate of Business Management with concentration in Accounting and Associate of Computer Support Engineering Technology) while working as a pharmacy technician on the side and seeing what I am good at and improving on within 2 years.,I,S,T,Input,Input,Input
"This is the final plan of action for now; it might take me in a different direction, but it's what I'm going with at the moment.",This is my final plan of action.. it may lead me into a different direction but this is it for now.,I,S,T,Input,Output,Output
I looked into meal prepping and want to try it as a way to improve my health and reduce how much I spend on food.,I've looked at meal prepping and would like to add that as a form of discipline for myself toward better health and better spending habits on food purchases.,I,S,T,Input,Input,Output
My school's A+ certification program takes about a year; what schools offer courses that can be completed in a few months?,"The degree program for A+ certification at my school takes about 1 year, what schools offer courses where I can finish within a few months?",I,S,T,Input,Input,Input
I understand logic more than emotions.,But I understand logic better than emotions.,I,S,T,Input,Input,Input
I can be a bit controlling sometimes.,I am a control freak in a way.,I,S,T,Input,Input,Input
"If I don't do the assigned amount of studying in a day, I catch up on the weekend, which tends to mean less sleep and a headache.","If I donâ€™t do the assigned amount of studying in a day l, I try to catch up on weekend which leads to less sleep and a headache.",I,S,T,Input,Input,Output
"Studying, work, and relationships need to be balanced.",Because studying and working and relationships need to be balanced.,I,S,T,Input,Input,Output
"There will be announcements before the exam about where to write, how to sit, and how to breathe, and the question booklet will also have instructions on the front.","They will make announcements before the exam begins about where to write, how to sit, how to breathe... and there will be instructions on the front of the question booklet as well.",I,S,T,Input,Input,Output
I have always enjoyed playing video games.,I myself do and always have enjoyed video games.,I,S,T,Input,Input,Output
"Video games can be an enjoyable way to pass the time, whether for a good story or to hang out with friends.",I feel that video games can be a fun waste of time to enjoy a great story or a fun way to hang out with friends.,I,S,T,Output,Input,Input
"Red Faction is a game about a worker revolution on Mars, in case you didn't know.","If you didn't know, Red Faction is a game that details a worker revolution on Mars.",I,S,T,Input,Output,Input
"I appreciate that they stuck to the plot, but they cut a lot of small scenes, like Josuke thinking to himself by the pond in the 'Let's Go Hunting!' episode, Rohan talking about how English readers might not be as interested so his manga translations wouldn't sell as well, and when Cheap Trick called pizza delivery and the police after Rohan fell asleep.","I appreciate them sticking to the plot very well but they cut a lot of small scenes like Josuke thinking to himself in the pond in the Let's Go Hunting! episode or Rohan talking about how English speakers don't have good taste in literature because his manga translations wouldn't sell as well, or when Cheap Trick called pizza delivery and the police and shit when Rohan fell asleep, etc.",I,S,T,Input,Input,Input
"I think DP did a good job staying true to the source, but this season feels rushed and that's causing issues, so I hope they take more time with VA since I care about that part and don't want to have to wait for the BDs.",I praise DP for a great adaptation and sticking to source material very well but I think that they've rushed it on this season and that's what's causing all these things to arise and I really hope they take their time adapting VA as it's my favorite part and I don't want to have to wait for the BDs.,I,S,T,Input,Input,Output
I set goals based on whether they fit the more idealized version I have of myself.,I set goals depending on if they fit my idealized version of myself.,I,S,T,Input,Output,Input
"Depending on the goal, I open OneNote, Wunderlist, Pinterest, or use a scrap of paper and outline the parameters for success.","I open up OneNote, Wunderlist, Pinterest, or grab a scrap of paper depending on the type of goal I'm going for and create the parameters for success.",I,S,T,Input,Input,Input
"I usually expect to reach that goal, but sometimes I overestimate and have to go back and revise.","I always see myself meeting that goal, but sometimes I'm delusional and have to go back and revise.",I,S,T,Input,Input,Input
"It seems like she doesn't want me there, so I just walk around and try to help the students as best I can.","She clearly does not want me there, and I can do nothing but walk around and try to help the students as best as I can.",I,S,T,Input,Input,Output
"I don't get offended easily, but when I do, I tend not to forget or forgive.","I don't offend easy, but once offended I do not forget and I do not forgive.",I,S,T,Input,Output,Output
I noticed Georgyn and I had the same purse and shoes and sang 'Graduation' — when was that?,funny how georgyn and i had the same purse and shoes sang graduation when ?,I,S,T,Input,Input,Input
I'm going to eat this whole Toblerone bar (if you can even call it a bar) and I might end up getting allergies by the end of the day.,i'm going to eat this one whole bar of toblerone ( if you can ever call it a bar ) so i can get allergies by the end of the day .,I,S,T,Input,Input,Input
"We're just trying to find some color in a black and white world, and now that Ariel has shown up, it's time for my solitaire session.",mehehe we're just tryna find some color in this black and white world hahahahahahha finally ariel happened to me it is time for my solitaire session .,I,S,T,Input,Input,Input
"Okay, let's face it, that's just how it is.",di ni ya peke heh let's face it .,I,S,T,Input,Input,Input
I don't think I'll ever have a best friend.,i will never have a best friend .,I,S,T,Input,Output,Input
"Also, it happens that people react when you don't give them the response they expect.","plus , people feeling a way because you don't give them the reaction they want is great too .",I,S,T,Input,Input,Input
I keep thinking tomorrow is Monday — do the chemistry labs start today?,i keep thinking tomorrow is monday do chem labs start today ?,I,S,T,Input,Input,Input
"It seems like some people are so focused on other people's relationships that they don't notice their own issues, so nobody's telling me whether the market is open today.",rt : some are so occupied by what's going on with others and other's relationship that they can't see what's wrong with them so no one is tryna tell me if the market is open today ?,I,S,T,Input,Input,Input
They turned around and went through the garage.,and turned around and went through the garage .,I,S,T,Input,Input,Input
"Is everything expensive, or am I just short on cash?",is everything expensive or am i just poor ?,I,S,T,Input,Input,Input
Music seems better at 1:38 a.m. when everything is quiet except for the clock ticking.,music sounds a lot better at 1:38 am when everything is quiet except for the ticking sounds from the clock .,I,S,T,Input,Output,Output
You might want to lower your expectations.,calm your expectations ; reduce them to a lowly standard .,I,S,T,Input,Input,Output
Here are things you can print out and eat.,under : stuff to print out and eat .,I,S,T,Output,Input,Output
I don't think I should go to sleep.,i don't even think i should go sleep .,I,S,T,Input,Input,Input
"Do you think God ever gets sad, like when someone says they don't love themselves; it seems like a lot of work went into you.",do u think god ever gets sad like what do u mean u don t love urself i worked so hard on u .,I,S,T,Input,Output,Input
"I follow this couple on Tumblr and I'm kind of into both of them, but one person stopped texting me for months after we went on a few dates and then started dating someone.",i follow this couple on tumblr and i'm a little bit in love with both of them thanks 4 not texting me for months after we went on actual dates and then getting a girlfriend ! !,I,S,T,Input,Output,Input
The main thing about this photo is that she's carrying a Marc Jacobs bag.,tbh the best thing about this photo is that she's carrying a marc jacobs bag like ...,I,S,T,Input,Input,Input
"I got a PS1, a PS2 and an Xbox 360 along the way, but I didn't use them much because I preferred PC games.","although I did get a PS1 and 2 and Box360 along the way, I never did much with them as I preferred the PC games.",I,S,T,Input,Input,Input
"That sounds like me, though I don't so much backtrack in conversation as edit as I go, and it probably confuses listeners more than it bores them.","You just described me, although I don't so much backtrack in conversation as edit-as-I-go and it probably does more to confuse than bore my listener.",I,S,T,Input,Input,Input
"Even when I try to start early, it usually doesn't get going until the deadline arrives, and then there's a last-minute rush.","Even on the rare occasion I make the attempt to get something started early, it gets started until-- --oh, snap! Deadline! Panic!",I,S,T,Input,Input,Input
"They were fun when I was a kid — nickel, dime, quarter stuff in the '70s — but I grew out of them quickly.","They were fun when I was a kid nickel, dime, quarter stuff (this was in the 70's) but I quickly grew out of them.",I,S,T,Input,Output,Input
I just joined and thought I’d stop by and say hi.,Just joined up and figured I may as well pop in here and say howdy!,I,S,T,Input,Input,Input
"Usually when someone snaps at me, I tell them how it makes me feel.",Usually when someone snaps on me I make it absolutely clear how they are making me feel.,I,S,T,Input,Input,Output
Have you checked all the available resources?,Have you exhausted all possible resources?,I,S,T,Input,Input,Output
Does it usually take this long to get a response here?,Does it always take this long to get a response around here?,I,S,T,Input,Input,Input
"I'm new at this, so please go easy on me.",.I'm a noob at this so be gentle.,I,S,T,Input,Input,Input
I recently discovered my personality type and have started looking for people with similar traits.,Just recently discovered my personality type and now i seek out like minded individuals.,I,S,T,Input,Input,Input
"If cautiousness could be detached from any concept of time, space, or sensory perception and remain static, what purpose would it serve in that state?","If cautioness can be detached from our or any concept of time, space or any outside perception of senses, and if it can be static and and just be what purpose doas it serve in that state?",I,S,T,Input,Input,Input
"I agree, our sense of time seems like an illusion, and real time seems more like a continuity that keeps our consciousness and awareness going.","I agree with that statement, our perception of time is ilusion, the real time I would call continuity that keeps our cautioness and cautioness in general alive.",I,S,T,Input,Input,Input
"If you try to convince someone you're crazy and give a trance-like look, it might come across as an intense stare; I had the same dilemma and chose EE because it offered broader practical knowledge, letting me learn about microcontrollers, generators, and motors.","Ha what if you guys try to convince somebody that you'r crazy and than give that in trance look they might interprate it like death stare agreement I was in the same dilema and I chose EE because it offerd more broader practical knowledge, I got to learn anything from microcontrolers to generators/motors.",I,S,T,Input,Input,Input
"I noticed that too, they tend to do that when they're enthusiastic about a topic.","Yeah i saw that too, they can be like this especially when they get enthusiastic about some topic.",I,S,T,Input,Input,Input
"I had been around here to avoid drama on that other site, but I noticed my activity here mostly tapered off after that.","I staked out here before to avoid drama on said site, but I feel bad that my activity here tapered for the most part after that.",I,S,T,Input,Input,Input
"I got involved in a big argument on my home forum, so I stepped away for a while to calm down.","I somehow got involved in a huge argument on my home forum, and I ended up leaving temporarily to calm myself down.",I,S,T,Input,Input,Input
"I thought it might be because I hadn't been very active for a while, but if you're getting it too then maybe that's not it.","I thought maybe it was because I was pretty inactive for awhile, but I suppose not if you guys are having it too.",I,S,T,Input,Output,Input
"I don't exactly fit its archetype, so I'm fine with the results you showed.","But, I don't fit its archetype to a T, so I'm totally alright with your presented results.",I,S,T,Input,Input,Output
I sometimes get upset and tend to take charge in a situation.,"I can get quite angry, and like to take charge of a situation.",I,S,T,Input,Input,Input
I have thought about dying while BASE jumping.,I'd like to die by BASE jumping.,I,S,T,Input,Input,Input
The adrenaline rush before you hit the ground is probably noticeable.,The adrenaline rush before you hit the ground must be amazing.,I,S,T,Input,Input,Input
"I'm fairly familiar with C++ and Unity's version of C#, so I could help.","rather familiar with C++ and Unity's version of C#, so I may be able to help.",I,S,T,Input,Input,Input
You go to school to learn a skill that helps you get a job.,You go to school to get a skill that will land you a job.,I,S,T,Input,Output,Output
Pretending to be interested when you're not is pretty tiring.,Acting interested when you are not is extremely tiresome.,I,S,T,Input,Input,Output
You have to assert your right to be on the road while also assuming other drivers won't respect it.,You have to assert your right to be on the road while simultaneously expecting every car on the road to violate it.,I,S,T,Input,Output,Output
