text,true_label,predicted_label,confidence
As an entomologist I am incredibly skeptical of this claim considering they lack a true brain.,I,I,0.72
I think you're assuming way too much here.,I,E,0.6
"I had a roommate like this and whenever he would say something I disagreed with, I would just keep my mouth shut in fear that my rebuttal would keep him talking longer.",I,I,0.75
As an introvert I can say that I tell these kinds of lies to people I love and care deeply for all the time.,I,I,0.93
"I study clinical psychology, but if money wasn't an issue I'd study forensic psychology, anthropology and serial killers.",I,I,0.62
x93Knowing others is intelligence; knowing yourself is true wisdom.,I,I,0.58
I finally met another in RL and it's great to have someone that actually understands my thinking process.,I,E,0.72
"Mostly I just stick to converse sneakers, geeky t-shirts (mostly from jinx.com) and skinny or low rise jeans.",I,I,0.62
"It bothers me that people think I have no feelings, but I don't do anything the demonstrate that I do.",I,I,0.66
I dont know much about the MBTI or the Enneagram but I really would like to learn more.,I,I,0.6
"One letter off, damn I prefer to stay up late when I can.",I,I,0.65
"I must just like the dark, quiet space when the rest of my family has gone to bed.",I,I,0.78
My favorite subject would have to be Biology because its so interesting and my teacher is hilarious but i also like my Computer and Maths classes.,I,E,0.62
Um hello i'm new and i've never posted a thread before so im not quite sure what to do.,I,I,0.62
"I also think that animal toxins would be an interesting weapon, but I guess they'd have to be kept at certain temperatures to be useful so using them might be impractical.",I,I,0.55
"I've only just started to recently watch anime again after a long break, as I find most anime of the last 15-20 years unwatchable.",I,I,0.58
Mind Reading- I would be interesting for short periods.,I,E,0.58
You ever say one thing but someone hears another thing and thinks it's funny so you don't correct them?,I,I,0.63
Only if I can hop off the ride whenever I want.,I,I,0.58
I work part-time as a writing tutor at a community college.,I,E,0.58
I think this works as an excellent illustration to work along with function descriptions to better help people conceptualize them.,I,I,0.62
There is something fundamentally wrong with the way we are approaching weight loss.,I,E,0.62
I don't really care about my income so much and spend a lot of time on hobbies that rarely provide a financial return.,I,I,0.62
"If I could, I would be self-employed.",I,I,0.68
Please don't get annoyed with me for stating the obvious but.. have you ever asked **why** he doesn't like that you leave things at his place?,I,E,0.72
"An answer like ""too much here already"" or something is not a true *why* in my eyes.",I,I,0.63
"Whereas I tend to randomly think of something as I'm doing stuff and will instantly need to go google it, or someone mentions something I don't fully get, googling, event gets mentioned in some documentary but not explained, googling.",I,E,0.68
"I'm not a programmer, I could be wrong, but it doesn't sound overly ambitious to add such parameters to the code.",I,I,0.62
"What baffles me is that the moderator on the steam forums has locked the only thread about the micro transactions and stated that they will no longer allow any new threads related to the subject, this is the worst attempt at censorship I've seen from a ""AAA"" title.",I,E,0.68
Your average MD doesn't care about treating an underlying problem unless it's wholly obvious - you may accept the answers you get from one or two doctors but that doesn't make either of them the truth for you.,I,I,0.63
They show what you're curious and thinking about.,I,I,0.63
"Fear of failure or not, you work best how you work best.",I,I,0.62
"Having gone on dates with dudes that sound like you - i.e. gave no real signals, then sounded all bummed when I opted out - I would suggest, if you are at all interested in a girl, trying your best to turn off the the thinking.",I,E,0.65
I've healed myself in other areas and I'm hoping to do the same with AA.,I,I,0.58
"Curious to see how you view it as intellectual support, if you don't mind explaining?",I,E,0.65
"For example, my ex could not comprehend at all that I have to just sit and think for a bit before actually having some sort of feeling on a matter.",I,I,0.65
"When I'm trying to have a simple conversation with someone, and they don't have the respect to let me finish at least one complete sentence, it's not worth my time to say anything.",I,I,0.65
"My feelings are linked to my thinking/thought process, so when I talk about conclusions I come to, there are emotions attached to it in some cases as well.",I,I,0.65
i key in on the perceiving and just keep trying to absorb details.,I,I,0.62
"yes, it is true: your ideas are superior to everyone else's.",I,E,0.62
but perceiving is such a dominant trait of that if you just focus on that part of yourself and really just observe how each individual responds to consequential prompts you may re-realize the joy of simply people watching and just being on the receiving end of information.,I,I,0.65
"this facet of my personality helps me ""zone in"" when in my studies for cs.",I,I,0.68
Social media is entirely geared towards substantiating the female ego.,I,E,0.6
"I'd like to break down the whole 'Develop social skills' goal into smaller, more well defined steps, but I'm sort of unsure of how to go about it.",I,I,0.62
"If you haven't heard of it, you might want to check out the SMART criteria.",I,E,0.62
I find it helps me a lot because I'm normally pretty scatter-brained.,I,I,0.63
"I just feel like a lot of the things I saw as a problem are so inconsequential, or I'm just viewing them in a totally different light.",I,I,0.65
I just think it makes so much more sense to take responsibility for your own problems.,I,I,0.6
The only reality we have is based solely upon perception.,I,I,0.62
According to the Copenhagen interpretation of quantum mechanics (the most popular interpretation) until things are observed or interact they literally only exist as waves of probability.,I,I,0.61
"I have a good understanding of how people think, feel.",I,E,0.62
Theory of mind is distinct from empathic response.,I,I,0.55
"I respect intelligence, it makes for better conversation then ignorance or stupidity.",I,E,0.62
television misrepresents the way that i text .,I,I,0.6
"this song has good parts , it's not extremely interesting , but there's a good chord change and a part with emotion so if you're talkative , engaging and pleasant , even if you're pretending , some people really latch onto you .",I,E,0.78
crows are cool tho nt types got birds for some reason yup .,I,I,0.56
you can't just dismiss people for their follower count .,I,E,0.62
sadly you are dealing with stereotypical products of a labour education how authoritarian activists are censoring twitter - breitbart you have yet to play us as well .,I,E,0.63
not until next month must be due to the air down south i may need pics of said people to decide ... never .,I,I,0.63
was the teeshirt chilli sized and did it get digested well ?,I,I,0.62
i don't doubt you have one either .,I,I,0.56
"I have two older brothers, one born in 1992 (10 years older)and the other born in 1995 (7 years older).",I,I,0.56
"Thanks, but the thing is I don't even have a lot of pencils.",I,I,0.62
"Plus, the pencils he took were high quality.",I,I,0.55
"I am in the advanced math class and it's hard, but I can still keep an A+ in it.",I,I,0.56
I keep saying that I'll do my homework at this time but then I eventually don't.,I,I,0.57
We are always willing to help those in need.,I,E,0.72
"I would share with those I care about, I just want so many things I can't have.",I,I,0.55
"I love my parents, and my family, and have no desire to revolt against them.",I,I,0.58
"I love Sweden, it's people, and culture.",I,E,0.68
"I am a Lutheran, but only really mention it when someone asks or when I have to say it.",I,I,0.72
"Mostly it's not out of boredom, but I can feel sort of restless when I haven't gone out to see my friends for a while.",I,E,0.72
"Definitely need to check out this album, it has been too long on my wait list.",I,E,0.66
"I don't like DnB much, I feel like the same beat is being used in every song and it's quite repetitive (although repetition can be good).",I,I,0.65
"It's fine, but I think Madworld had a lot of better tracks.",I,I,0.54
"I liked the instrumentals, didn't care about the vocals.",I,I,0.62
They are happy and feel relief and comfort to be open about themselves when talking with me.,I,E,0.65
"if you feel like you need someone to talk to outside of your friend circle, feel free to shoot me a PM.",I,E,0.68
i made a list of things i consider healthy behavior and stick to it even when i don't feel like it.,I,I,0.6
"Before the rules, I'd stretch myself too thin and break down.",I,I,0.62
i practice mindfulness to ensure im aware of what i'm feeling and why i do what i do.,I,I,0.72
"I use moisturizer over my entire face, eyebrows/eyes/undereye areas included.",I,I,0.55
I had this idea of what I *should* be: a lady.,I,I,0.68
"So I constantly observed, read, tried things over the years.",I,I,0.62
I prefer to cook and eat at home most of the time.,I,I,0.82
My folks have actually gotten rid of most of their belongings partly from interest in minimalism and partly so I don't have to deal with all their crap when they die.,I,I,0.72
We have a desperate need to help others.,I,E,0.65
"We disagree about a lot of things, and approach things in completely different ways (I blame the difference in and ) but at the same time we balance each other out a lot.",I,E,0.62
"Except for the introversion, but that just means we're both homebodies, and we're fine with that.",I,I,0.82
"I was extremely irritated that my daughter was placed in the ""low"" group this last year.",I,I,0.62
"I've been going crazy trying to figure out my dry skin/acne issues, only to find out the pH of my tap water is 8!",I,I,0.65
"If the secret is affecting you in any way and you need to talk about it, then it's absolutely ok to tell your therapist.",I,E,0.64
I will write the letters like you suggested and show them to the therapist I mentioned.,I,E,0.63
I still want to give mother the chance to understand as much as possible by putting everything as clear as possible without blaming her for everything because this will just lead to her feeling overwhelmed.,I,E,0.66
"I don't want to rush the letter, so it's ok to send it to her after the funeral.",I,I,0.65
Now it only takes half an hour to clean my room to my satisfaction.,I,I,0.65
i just said this why does velkoz look so big in that hwy is velkoz so big ?,I,E,0.58
warring kingdoms nidalee splash looks really good get more support teemo jhjhfdkghf his fac e splat !,I,E,0.63
i miss going out with my family .,I,E,0.65
ok rman ta ang it ` s !,I,E,0.6
"others think its a party day but for me , just an ordinary day .",I,I,0.72
hahaha get well soon ate morning !,I,E,0.65
the woman must go to jail !,I,E,0.65
how are you lana if its illegal we cant make pana a thing im sorry ty drew mhh whatcha say .,I,E,0.66
sorry if i haunt you via paramore people are missing out on the little joys of life the new tumblr icon is uglier than me bless they've already been in japan for a week what the heck it seems like two days thats just mean .,I,E,0.62
ahhaa oh sorry i just saw the tweet again and it didnt show my answer and i thought i didnt reply so i replied again im a mess yes they left last thursday or wednesday i cant remember ty !,I,E,0.62
i hope they're staying there for another week did they mention when they would come back ?,I,E,0.65
oh thats nice im happy it made you feel good well if yahoo didnt buy then google would have and seeing what they're doing to youtube and google + maybe its better this way ahah oops ah dont worry !,I,E,0.65
you can love someone so much but you can never love people as much as you can miss them .,I,I,0.63
"i disagree , but i respect your right to be stupid rt : considerably less tryptophan in a thanksgiving .",I,E,0.68
i'm going to be an aunt i just can't believe it looks like i'll be spending the rest of the night reading and playing skyrim rt : raccoon husky .,I,I,0.75
"rt : if you interrupt me whilst i'm reading , someone better be dying or dead .",I,I,0.72
literature is the most agreeable way of ignoring life rt : if life gets too hard to stand ... kneel !,I,I,0.72
"while they may enjoy taking care of others , they do not enjoy giving orders .",I,I,0.62
"i'm trying not to , trying not to lose myself .",I,I,0.68
"i feel like if i start to open up to them , i'll lose more of what's left of myself .",I,I,0.82
going to be the crowd control for the procession today .,I,E,0.63
i am expecting 3-5 hours of standing .,I,I,0.55
what kind of bubblegum have you been blowing lately ?,I,E,0.68
he's about to hit 200k does spamming you for a follow work good luck love !,I,E,0.72
he follwoed her too ifmfm i'm so happyrbjrkg than ky you eden and i aren't even mutuals and i'm sooo hspppy and excited for her fuvk she deserves this eden made me decide i'm bi .,I,E,0.72
I too will be celebrating my birthday at the end of September so I have a special place in my heart for September babies.,I,E,0.55
The last two are particularly awesome.,I,E,0.63
I've had a issue with social anxiety for years to the point where I can stay home for two months at a time and be absolutely fine with that.,I,I,0.8
"If you have successfully managed to stay awake till then, I will join the brigade to keep you up and hyper!",I,E,0.78
... I'm trying to but TinyChat doesn't seem to want to let me join in on the fun.,I,E,0.65
I just go with what I feel is right most times or if someone I feel knows more than me on whatever the subject is.,I,I,0.66
I have no idea what they're saying so based on tone/music alone.,I,I,0.6
Aren't they the most adorbs babies ever?,I,E,0.68
have to be honest with myself here and say I would stay in the room.,I,I,0.68
"Music, movies, shows, chatting, daydreaming, games.",I,E,0.65
I miss some of the people here.,I,E,0.63
"I was just seeing through rose colored glasses, I suppose.",I,I,0.62
You think something is no strings attached but even so I still feel like I should have avoided it altogether because now I realize I was falling for her.,I,I,0.62
I met this woman and we slowly became friends because we had a lot of the same interests and passtimes.,I,E,0.65
Hey guys after all this time I finally did it :3 I got a toaster!,I,E,0.65
"I like to have fun, being mature is overrated.",I,E,0.62
"So yeah, for my birthday the end of September I am getting my first tattoo as a gift to me, I want it to be cool and Unique, I will not get a tramp stamp, I think i am going to get it on my ankle.",I,I,0.62
Sitting on a park bench on my computer enjoying the alone time and listening to awesome music.,I,I,0.78
Trust me -don't tell me what to do.,I,I,0.62
"I was told I couldn't do it, reason enough.",I,I,0.65
"This is a man who went dumpster diving to save a kitten and always, always, always gave anything he could to help anyone that needed it.",I,E,0.72
"He brings me out of my shell just enough and I keep him balanced, I think.",I,I,0.74
I adore all your music but Foreigner's God and Sedated became instant favorites the moment I heard them!,I,E,0.66
"I wouldn't ever declaw my cats so in order to have both cats and nice things, these are what we use.",I,I,0.62
&lt;3 It never occurred to me and once it did I felt like an asshole and couldn't wait to help!,I,E,0.62
"That's so perfectly mismatched, I love it!",I,E,0.69
"I rarely enjoy abstract discussion, or deep discussion of any sort really.",I,I,0.64
"As for sensory experiences, we both love to go out and do things.",I,E,0.77
I'm happy to just look around and take everything in.,I,I,0.62
"I do try, but I can only handle so much before I'm burnt out and become frustrated.",I,I,0.65
I think my greatest strength as a parent is my ability to be nonjudgmental and accepting.,I,I,0.62
I truly want my daughter to do what makes her happy.,I,I,0.55
I'm also very warm and affectionate with her as we're both comfortable expressing our feelings that way with people we're close to.,I,E,0.6
Where I'm weakest: I tend to be pretty low energy and sensitive to stimuli so there are a lot of times when she'll want to play or interact with me and I'm just not up for it.,I,I,0.68
"This might sound silly (and I have no idea whether your living situation allows for it) but having a dog/cat really nipped that ""spooky home alone"" thing in the bud for me when I lived by myself.",I,I,0.65
i'm just watching barefoot contessa like the show but wanted a cat emoji it is ! !,I,I,0.62
it's october and i'm wearing a christmas sweater i deleted tinder .,I,I,0.62
": 4 hours and a half of dancing , singing and acting .",I,E,0.82
wish i was home to snuggle with my cat rn !,I,I,0.72
hahaha it didn't feel right without you !,I,E,0.75
havent we all established that ansel is trash ...,I,E,0.68
""" LMFAOOOO i just rode a cable car that was the scariest thing ive ever actually done icbxbxvs has harry ridden a cable car before wtf that was a near death experience i couldve died ot was so funny and sccary like my mother was cruing i cant breathe i was laughing at her the view was great ....",I,E,0.71
im still aliv did zay quoye fancy when i literally sang uptown funk to mask my anxiety when i was in the cable car the stars are crazy tonight omg dedication is when u go to the beach just for the mere purpose of getting a good reception to upload an ig post i did crazy things 2day hi all u lovely people i love zayn wow harrg looks so good just signing things for fans youre so cute wtf i was doing life stuff and u were tweeting people happy bday sahar !,I,E,0.72
have a good day my neighbour is singing sing i gotta jet zayn rting drake lyrics yas boo !,I,E,0.66
im checking my au tag on my tumblr and yall these feels are real ...,I,E,0.72
im gonna fucking flesh mall mundo adc ?,I,I,0.62
which movie do you think is overrated ?,I,E,0.62
"my google search of "" can sweat kill you "" heeded no relevant results .",I,I,0.62
it looks like wukong its me ? ? ? ? ?,I,I,0.62
this mumble room is now aleks and joey playing marvel heroes .,I,E,0.66
what is he doing their faces im are so excited about the book bless them phil is giving away so many spoilers remember this aww talking about dead inside dans laugh is life oh my god that candle is pretty ooo ikr haha !,I,E,0.78
"11 angle dan here is my cloud scissor lord , , , what have i done was a good liveshow eep i'm gonna go shower now bye look at mine congrats yo im back ahh well im veggie but mhm chocolate chip cookies how has your day been ?",I,E,0.72
oh my god will it just be a little while longer ?,I,E,0.58
aw i really hope that he sees it !,I,E,0.63
is it a good video though ?,I,E,0.58
i can almost taste the london air hadn't washed my hair in like a month coz of this stupid cut on my hand .,I,I,0.63
today is actually the first time ever ( apart from on holiday ) that i've been out with my hair ' natural ' .,I,E,0.63
when i'm back in london i need to look into that !,I,I,0.57
"ooo oh okay , thank you snickers duo of chiefs to this day i don't think my grandparents know i have it and it's been 5 years my dad was vex when i got my tongue pierced i had to throw a tantrum to get permission to do it loool my dad didnt want me to get it , apparently id look like a "" punk rocker "" ( i think he wanted to say lesbian ) he told me he hopes my tongue falls out , imagine noone in my family knew that i got my smiley pierced truss me !",I,I,0.65
"i've still got a whole year to wait haha end of may , counting downnnn i know !",I,E,0.64
miss you too hanging out with my bestie !,I,E,0.75
that test didn't go well on the floor i was singing in spanish at work and the pantry gal heard me ; she laughed .,I,E,0.65
strawberries are the best way to brighten your day .,I,I,0.65
"what shoes of mine haven't been through dirt , mud , and horse poo ?",I,I,0.62
sometimes you just gotta pray it out .,I,I,0.62
"it may sound funny but my obsession get it's life in a fictional place , you know !",I,I,0.62
"i'm on a star , right now .",I,I,0.62
omg anjiee thank you x forever strong yuvstrong ;) my college life is so boring i don't even how so less people there are interested in harry potter like it really sucks to spend there hogwarts always lives in me but it is really painful to have no company ya know i spent half day thinking why people found it difficult to remember and pronounce dumbledore .,I,I,0.62
i just can't thank yeahhhh :D i'm throwing butterbeer party yay haha :) thank you .,I,E,0.76
yessum :) i have too many people as favourites i want to ask how is it to be real hermione .,I,E,0.65
so good night everyone good night my loves morning .,I,E,0.65
so clouds has taken the world by storm has it ?,I,E,0.66
we maybe playing 1d twister soon .,I,E,0.68
i'm watching the goblet of fire krum ?,I,I,0.64
rip cannot describe how much i love more than this act my age came on fuck yeah !,I,E,0.66
my cutie pie woke up like dis !,I,E,0.62
wait now i got one to work ! !,I,I,0.58
i love you let's play evil apples for iphone !,I,E,0.68
quote this with your name for an indirect !,I,I,0.62
"I took the last coment a little strongly , and I apologize for the level of my response.",I,I,0.58
"Since I am not 13 I find your retort, well childish.",I,I,0.63
I find myself doing most of his work as well as mine.,I,I,0.57
Well since my enneagram is The Loyal Friend I would say that I am that kind of friend.,I,I,0.6
As far as fashion I wear what I like not what is deemed acceptable.,I,I,0.58
My I-phone 5 no longer downloads the forum.,I,I,0.58
It does no more than say loading inside of a rectangular bubble which swells and shrinks as if something is working but yields no results.,I,I,0.61
"To answer my own question: Yes, the wife and I walked out on the movie The Firm (starring Tom Cruse) in 1993 because of the constant use of the F word in the first fifteen minutes.",I,E,0.6
"I had almost the same inclination, but because it was such a poor rendition of the I Robot stories written by Asimov; and that I find ridiculous special effects off putting.",I,I,0.63
I was a Marine and I stick with my assessment.,I,E,0.62
are quite good but i don t like what they do with music .,I,I,0.61
I actually more like publishing houses that aren t directly under DC but they are part of it example Vertigo comics.,I,I,0.62
The old sailors who traveled Earth's seas were said to have loved the ocean.,I,E,0.62
"One should forgive one's enemies, but not before they are hanged.",I,E,0.66
why don t they just shoot Voldemort?,I,E,0.65
"It should be a great help for anyone concerned about accurately typing themselves October 30 I'm really not much into love songs, and, yes I do enjoy instrumental music.",I,I,0.62
My taste in music is quite varied.,I,I,0.55
"I like 50s and 60s rock, jazz, blues, folk, classical.",I,I,0.62
"I chose my avatar because it represents freedom, independence, unshackled and unfettered, a guy with a mind of his own.",I,I,0.62
Things that are important to me.,I,I,0.58
I want to understand how my brain is working and why the psychiatrist would put me on propranolol?,I,I,0.68
"I have a therapist and I go to groups everyday for dbt, will when I can make it.",I,E,0.62
I don't like talking to people and I can't keep jobs.,I,I,0.82
Every social interaction is odd to me.,I,I,0.78
The anxiety is connected to the agoraphobia because I can't leave my house because I over think everything.,I,I,0.68
"I did a quick google search which came up with this page that's full of free resources (there were a lot of other results, this is just one of those).",I,E,0.62
"I just noticed this problem with my account too - PMs down from 477 to 469 and post count down from 9,915 to 9,880.",I,I,0.62
The people running my course at university are an organisational disaster.,I,E,0.62
I've had to ask three people a simple formatting question and push for a clear answer.,I,E,0.65
I think an issue with harshness on the eyes can be solved by using a program like f.lux which reduces the blue light from your screen and so makes it easier on your eyes.,I,I,0.62
I'm interested in diseases so I'd like to work in a field related to that.,I,I,0.6
Plus the money's great and I'm not interested in a masters/phd.,I,I,0.58
How much do you know about patent law?,I,I,0.58
I'm finishing up a chemistry BS and wanting the JD for patent attorney.,I,I,0.62
The logic games is my strongest section and the reading comp is my worst.,I,I,0.58
We tend to be very single-minded people and this can translate into being workaholics when something is occupying our minds.,I,I,0.63
"I would recommend not taking your partner's lack of affection personally, however hurtful it may be, though I would advise you communicate your unhappiness to him in a way he would understand.",I,E,0.62
"In general, (a) if there is no foreseeable solution to the problem that satisfies both parties, and (b) communicating feelings and thoughts on the matter did not help you guys resolve the problem and move on, then you may want to consider the fact that you guys may have some fundamental incompatibility, *especially* if the problem concerns a major issue which either you or your partner deem as non-negotiable.",I,E,0.66
"I can however provide a generic opinion from my personal experience, because me and my ex-boyfriend were almost always at an impasse on issues big or small.",I,I,0.62
"I would advise not to take the sense of security for granted -- don't leave your camera gear lying around unattended, don't carry them in plain sight at crime-prone areas at midnight, etc.",I,E,0.62
"The union's bureaucracy actually makes it difficult for the good workers to advance, and managers still skirt their way around union regulations to promote their favorites.",I,E,0.68
"I gave 2 weeks written notice so that if I ever want to work there again, I'd be able to be rehired.",I,I,0.57
It is against health code violations to have drinks behind the counter UNLESS they have a lid on them.,I,I,0.62
It has to do with the possibility of the drink spilling and contaminating the food.,I,I,0.55
I was always terrified to take Scantron exams because I was afraid I was going to skip a question as I bubbled in the answer on a multiple choice test.,I,I,0.72
I work really hard at the retail jobs that I am currently in so I do not see a problem in having great work ethic on my part.,I,I,0.54
Thank you for this post I am just going to stick with these 2 degree programs (Associate of Business Management with concentration in Accounting and Associate of Computer Support Engineering Technology) while working as a pharmacy technician on the side and seeing what I am good at and improving on within 2 years.,I,I,0.58
This is my final plan of action.. it may lead me into a different direction but this is it for now.,I,I,0.66
I've looked at meal prepping and would like to add that as a form of discipline for myself toward better health and better spending habits on food purchases.,I,I,0.65
"The degree program for A+ certification at my school takes about 1 year, what schools offer courses where I can finish within a few months?",I,I,0.64
But I understand logic better than emotions.,I,I,0.62
I am a control freak in a way.,I,I,0.58
"If I don?۪t do the assigned amount of studying in a day l, I try to catch up on weekend which leads to less sleep and a headache.",I,I,0.62
Because studying and working and relationships need to be balanced.,I,I,0.58
"They will make announcements before the exam begins about where to write, how to sit, how to breathe... and there will be instructions on the front of the question booklet as well.",I,E,0.62
I myself do and always have enjoyed video games.,I,I,0.55
I feel that video games can be a fun waste of time to enjoy a great story or a fun way to hang out with friends.,I,E,0.72
"If you didn't know, Red Faction is a game that details a worker revolution on Mars.",I,E,0.62
"I appreciate them sticking to the plot very well but they cut a lot of small scenes like Josuke thinking to himself in the pond in the Let's Go Hunting! episode or Rohan talking about how English speakers don't have good taste in literature because his manga translations wouldn't sell as well, or when Cheap Trick called pizza delivery and the police and shit when Rohan fell asleep, etc.",I,I,0.62
I praise DP for a great adaptation and sticking to source material very well but I think that they've rushed it on this season and that's what's causing all these things to arise and I really hope they take their time adapting VA as it's my favorite part and I don't want to have to wait for the BDs.,I,I,0.62
I set goals depending on if they fit my idealized version of myself.,I,I,0.65
"I open up OneNote, Wunderlist, Pinterest, or grab a scrap of paper depending on the type of goal I'm going for and create the parameters for success.",I,E,0.65
"I always see myself meeting that goal, but sometimes I'm delusional and have to go back and revise.",I,I,0.65
"She clearly does not want me there, and I can do nothing but walk around and try to help the students as best as I can.",I,I,0.65
"I don't offend easy, but once offended I do not forget and I do not forgive.",I,I,0.58
funny how georgyn and i had the same purse and shoes sang graduation when ?,I,E,0.62
i'm going to eat this one whole bar of toblerone ( if you can ever call it a bar ) so i can get allergies by the end of the day .,I,I,0.62
mehehe we're just tryna find some color in this black and white world hahahahahahha finally ariel happened to me it is time for my solitaire session .,I,I,0.58
di ni ya peke heh let's face it .,I,E,0.65
i will never have a best friend .,I,I,0.62
"plus , people feeling a way because you don't give them the reaction they want is great too .",I,E,0.62
i keep thinking tomorrow is monday do chem labs start today ?,I,I,0.62
rt : some are so occupied by what's going on with others and other's relationship that they can't see what's wrong with them so no one is tryna tell me if the market is open today ?,I,I,0.57
and turned around and went through the garage .,I,I,0.58
is everything expensive or am i just poor ?,I,I,0.62
music sounds a lot better at 1:38 am when everything is quiet except for the ticking sounds from the clock .,I,I,0.78
calm your expectations ; reduce them to a lowly standard .,I,I,0.62
under : stuff to print out and eat .,I,I,0.55
i don't even think i should go sleep .,I,I,0.62
do u think god ever gets sad like what do u mean u don t love urself i worked so hard on u .,I,I,0.6
i follow this couple on tumblr and i'm a little bit in love with both of them thanks 4 not texting me for months after we went on actual dates and then getting a girlfriend ! !,I,E,0.65
tbh the best thing about this photo is that she's carrying a marc jacobs bag like ...,I,E,0.62
"although I did get a PS1 and 2 and Box360 along the way, I never did much with them as I preferred the PC games.",I,I,0.7
"You just described me, although I don't so much backtrack in conversation as edit-as-I-go and it probably does more to confuse than bore my listener.",I,I,0.68
"Even on the rare occasion I make the attempt to get something started early, it gets started until-- --oh, snap! Deadline! Panic!",I,I,0.62
"They were fun when I was a kid nickel, dime, quarter stuff (this was in the 70's) but I quickly grew out of them.",I,I,0.62
Just joined up and figured I may as well pop in here and say howdy!,I,E,0.72
Usually when someone snaps on me I make it absolutely clear how they are making me feel.,I,E,0.68
Have you exhausted all possible resources?,I,E,0.62
Does it always take this long to get a response around here?,I,E,0.63
.I'm a noob at this so be gentle.,I,I,0.64
Just recently discovered my personality type and now i seek out like minded individuals.,I,E,0.68
"If cautioness can be detached from our or any concept of time, space or any outside perception of senses, and if it can be static and and just be what purpose doas it serve in that state?",I,I,0.65
"I agree with that statement, our perception of time is ilusion, the real time I would call continuity that keeps our cautioness and cautioness in general alive.",I,I,0.62
"Ha what if you guys try to convince somebody that you'r crazy and than give that in trance look they might interprate it like death stare agreement I was in the same dilema and I chose EE because it offerd more broader practical knowledge, I got to learn anything from microcontrolers to generators/motors.",I,E,0.65
"Yeah i saw that too, they can be like this especially when they get enthusiastic about some topic.",I,E,0.6
"I staked out here before to avoid drama on said site, but I feel bad that my activity here tapered for the most part after that.",I,I,0.7
"I somehow got involved in a huge argument on my home forum, and I ended up leaving temporarily to calm myself down.",I,I,0.72
"I thought maybe it was because I was pretty inactive for awhile, but I suppose not if you guys are having it too.",I,I,0.62
"But, I don't fit its archetype to a T, so I'm totally alright with your presented results.",I,I,0.58
"I can get quite angry, and like to take charge of a situation.",I,E,0.62
I'd like to die by BASE jumping.,I,I,0.65
The adrenaline rush before you hit the ground must be amazing.,I,E,0.62
"rather familiar with C++ and Unity's version of C#, so I may be able to help.",I,I,0.55
You go to school to get a skill that will land you a job.,I,E,0.58
Acting interested when you are not is extremely tiresome.,I,I,0.63
You have to assert your right to be on the road while simultaneously expecting every car on the road to violate it.,I,E,0.71
I tend to prefer 15 gauge finish nailers mostly because I feel like they can get into tighter spots with the magazine being angled.,I,I,0.62
If your sole/primary use for the air compressor is the nailer get a smaller lighter compressor.,I,I,0.58
The VW I5 is esentially one bank of the Lamborghini V10.,I,I,0.57
If I was spending the money I would buy this easier to move around than my pain in the ass porter cable and running a proper oil lubed pump should mean it will last forever.,I,I,0.62
You should get with a vocal coach if you want to do vox like that.,I,E,0.58
Do some research if you're still not sure.,I,I,0.62
Write down what you like and what you don't like and put the good in your songs and avoid the bad.,I,I,0.62
"Editing while you write messes up your flow and puts you into ""intellectual mode"" and out of ""creative mode"" which is where you need to be when you're creating.",I,I,0.64
I was more or less a social recluse and now I navigate interactions effortlessly.,I,E,0.72
Esee knives are where it is at.,I,E,0.62
There's no problem an air hammer won't fix.,I,E,0.72
I can't imagine doing it without dropping the motor.,I,I,0.58
Expect to do boring stuff like dishes and making buffer until they realize that you aren't an idiot.,I,I,0.6
"I'm usually pretty oblivious to it until I figure it out, but then looking back I can see the symptoms.",I,I,0.65
I'd choose the fulfilling one every time because I'm much happier overall doing those.,I,I,0.6
I get tired of people after spending a few days with them nonstop.,I,I,0.78
"I usually duck under doorways even I have like 6"" of clearance, just to be safe.",I,I,0.62
I studied psychology and computer science and have a successful (but also boring) career in EIT (enterprise information technology).,I,I,0.55
"It is also very cheap compared to similar amounts of protein/calories in other foods, requires no prep time, and is more portable than most foods.",I,I,0.54
Have you tried flushing the firewall rules?,I,E,0.62
I'm currently building a sneaky gunslinger and loving it.,I,I,0.62
"Only use Deliverer 10mm pistol you get from first Railroad quest ""Tradecraft"".",I,I,0.58
I often have these moments when I need peace and quiet.,I,I,0.75
"Being an myself I can understand and have deep analytical thinking processes about the things that I find facinating, but rarely discuss something for a long time if it really doesn't interest me.",I,I,0.72
Lock onto targets and see if your scanners detect a bounty.,I,E,0.61
"Don't pull your weapons out before it says they're wanted, though, otherwise you might accidentally shoot an innocent.",I,I,0.57
"I'd recommend going into the options menu and disabling ""firing deploys hardpoints"".",I,E,0.62
"Once you find a ship you think you can handle, shoot him until he dies.",I,E,0.65
"I used to stick 9V batteries straight to each other and scrape the connections together, fascinated by the sparks.",I,E,0.62
I keep to myself so we never had any fights or any thing.,I,I,0.82
"I love meeting new people, but I can come off as super quiet and timid.",I,E,0.78
Do you learn languages on your own or do you take classes?,I,E,0.62
"Obviously, do the assigned reading before the lecture.",I,I,0.63
I went from being a B science student to an A one by doing this.,I,I,0.58
I myself am a carpenter by trade (and ).,I,I,0.6
"The work is pretty fun,outdoors for the most part, math is minimal, but the work is hard on the body and the industry has a high injury rate.",I,E,0.6
"I have moved over to Home Inspection work which gives me more hermit-time and less social malarkey to deal with, and less joint pain.",I,I,0.87
